Title,Authors,Publish Date,Keywords,Abstract
"跟随还是对冲：发行人付费评级机构如何应对中债资信的低评级？","寇宗来1 千茜倩1 陈关亭2","2020-09-05","信用评级;, 投资人付费;, 发行人付费;, 对冲机制;, 双差分模型;","国外研究表明,当投资人付费评级机构给出更低的评级时,发行人付费评级机构为维护市场声誉,通常也会"跟随"着调低评级。但2009～2014年期间中国发债企业主体评级的数据却给出了截然相反的结果,面对中债资信的低评级,发行人付费评级机构不但不会"跟随",反而会调高拟发债企业的后续主体评级进行"对冲"。本文从"监管套利"角度解释了这种"反常现象":中国监管部门限制主体评级很低的企业发债,相应地市场投资机构也通常都限制投资于低评级企业发行的债券;所以,一旦中债资信对拟发债企业给出很低的主体评级,拟发债企业就可能为了成功发债而寻求发行人付费评级机构给出更高评级,以便对冲掉来自中债资信的负面冲击。本文基于双重差分法的经验检验,支持了上述理论解释。"
"“第一届中国经济前沿学术论坛”征文启事","","2020-09-05","","<正>改革开放以来,中国经济和社会发展取得了举世瞩目的成就,中国的经济发展模式正受到越来越多国际经济学家的关注。如何立足我国国情和发展实践,提炼和总结我国经济发展实践的规律性成果,讲好经济学的"中国故事",传播好中国声音,是历史赋予我们这代人的学术责任和社会责任。当前世界经济增速放缓,世界大变局加速演变,全球动荡源和风险点显著增多。同时,随着中国经济发展进入新时代,我国经济已由高速增长阶段转"
"第六届中青年财政学者论坛征文启事","","2020-09-05","","<正>"中青年财政学者论坛"由浙江财经大学创办于2015年,已成功举办五届。为进一步凝练论坛特色,为财政领域中青年学者的学术交流与合作打造一个高端平台,第六届中青年财政学者论坛将在《管理世界》编辑部的支持下由浙江财经大学主办。本届论坛将于2020年12月5日在杭州召开,论坛主题为"风险社会下的财政治理变革"。"
"关于举办第二届“中国青年管理学者论坛·工商管理论坛”的启事","","2020-09-05","","<正>"中国青年管理学者论坛·工商管理论坛"创办于2019年,旨在推动我国工商管理学科发展,为国内工商管理领域中青年学者搭建高水平的交流平台。在管理世界杂志社的支持下,第二届"中国青年管理学者论坛·工商管理论坛"定于2020年10月18日在首都经济贸易大学举办。"
"团队情境下忧患型领导对角色绩效的多层链式影响机制研究","高中华1 赵晨2 付悦3 刘永虹4","2020-09-05","忧患型领导;, 团队防御聚焦;, 团队自省;, 团队角色绩效;, 个体角色绩效;","近年来,忧患型领导风格在以华为CEO任正非为代表的中国企业家身上得到集中体现,并引发了管理实践界的热议。然而此领导风格在学术研究领域尚未获得足够重视,忧患型领导对绩效水平的影响机制尚不明确。本研究采用问卷调查法获得两个独立的团队领导成员嵌套样本来检验研究假设,旨在基于团队有效性过程模型揭示忧患型领导对团队角色绩效的多层链式影响机制。研究结果表明,团队防御聚焦和团队自省会连续中介传导忧患型领导对团队整体角色绩效及成员个体角色绩效的影响。这意味着忧患型领导能够通过塑造团队防御聚焦这种团队涌现状态,激发团队自省这一团队转化过程,从不同层次提升团队角色绩效,从而改善团队有效性。"
"构建重大突发公共卫生事件治理体系：基于中国情景的案例研究","欧阳桃花1 郑舒文1 程杨2,3","2020-08-05","应急管理;, 管理框架;, 中国案例;, 突发公共卫生事件;","人类踏入21世纪20年代初,新冠疫情骤然在全球爆发,成为全球共同关注的重大突发公共卫生事件。中国政府举全国之力战疫,快速阻断了以武汉为主战场的全国本土疫情传播,向常态化疫情防控和经济社会发展双统筹迈进。本文旨在基于文本数据、爬虫数据、访谈数据,复盘中国防疫模式,本研究贡献主要为:率先对疫情管理活动分为基础活动与支持活动,并构建了由基础活动与支持活动的不同关键要素共同组成的疫情管理框架;疫情之下生命重于泰山的举国体制、政府强大的组织动员能力以及数字化平台是中国成功控制疫情的"法宝"。本研究结论不仅从微观动态层面为深入研究重大突发公共卫生事件奠定了理论基础,也有利于从常态化视角重构全球突发公共卫生事件治理体系,并对各国遏制疫情全球蔓延,提供重要的管理启示与借鉴意义。"
"新冠肺炎疫情防控对国家应急管理体系和能力的检视","姜长云1 姜惠宸2","2020-08-05","应急管理;, 公共卫生;, 突发事件;, 新冠肺炎疫情;, 国家治理;","新冠肺炎疫情为检视我国应急管理体系和能力提供了机会窗口。评价新冠肺炎疫情应急管理中的问题,应秉持以人为本、生命优先原则,着眼于"防范于未然"。此次疫情应急治理中的问题多集中在疫情形成和防控前期阶段。在加强应急管理体系和能力建设的过程中,加强预防预警的理念难以有效落地,主要是因为与"属地管理为主"相关的两个机制性失衡,导致预防预警成为应急管理体系的薄弱环节;落实"属地管理为主"的实施机制薄弱,助推疫情"黑天鹅"、"灰犀牛"事件发生。加强公共卫生应急管理体系和能力要强化底线思维,明确应急管理相对于日常管理的优先地位,推动属地管理责任"下沉"和实施机制强化;要注意补好应急管理"软实力"短板,提升地方政府及其相关部门领导的应急管理素质,优化统筹协调能力。"
"从风险预测到风险溯源：大数据赋能城市安全管理的行动设计研究","吴俊杰1 郑凌方2 杜文宇2 王静远3","2020-08-05","智慧城市;, 城市安全管理;, 行动设计研究;, 风险预测;, 风险溯源;","大力推进新型智慧城市建设已成为国家战略,但如何利用大数据赋能城市安全管理,仍然是高度开放的课题。现有研究主要聚焦宏观对策、系统框架、预测建模等,对城市安全管理系统应具有的关键特征缺乏深入的理论和实践研究。本文采用"行动设计研究"方法,通过主导北京市危险品安全管理系统的研发实践,提炼城市安全管理系统的核心设计原则。研究第一阶段采用基于网格的风险预测,虽然提升了业务绩效但也带来资源调度问题。第二阶段引入风险模式及因果网络,采用了基于网络的风险溯源,通过源头治理系统降低了城市风险,在簋街液化气治理等问题上取得显著效益。通过两阶段对比提炼了五个核心设计原则,为构建城市安全管理大数据系统提供了新的思路。"
"家族角色日常互动对家长式领导发展的溢出机制研究——基于家族企业高管团队日志追踪的经验证据","汪林1 储小平1 彭草蝶2 岳磊3","2020-08-05","家族角色日常互动;, 领导长辈心态;, 家长式领导;, 关系自我;","领导力发展是近些年国内外领导力研究和实践的中心话题。虽然家长式领导已成为四十多年来中国本土领导力研究的焦点,但学界对家长式领导的前因及其形成机制还缺乏系统研究。通过对本土家族企业高管及其直接下属连续10个工作日且每日追踪2次的日志调研,本研究结合家族主义的研究文献,从社会认知传递理论的视角系统探讨了家族角色日常互动对家长式领导发展的溢出机制。多层次被调节的间接作用模型结果显示,家族角色日常互动与领导长辈心态显著正相关;长辈心态与家长式领导显著正相关;长辈心态在家族角色日常互动与家长式领导间起间接作用;领导关系自我显著地正向调节了家族角色日常互动通过长辈心态对家长式领导的间接影响。本研究不仅为本土企业中家长式领导的普遍存在提供独特的理论解释,也为未来中国本土企业如何发展或强化家长式领导提供实践指引。"
"基于物联网的在线智能调度决策方法","胡祥培1,2 李永刚2 孙丽君2 李方方2","2020-08-05","物联网;, 智能调度;, 数据驱动;, 情景—焦点分析;, 不确定性决策;","物联网为生产与服务系统监控与调度创造了实时、感知、透明的新环境,也为生产与服务系统调度决策带来了前所未有的挑战和管理变革。本文针对物联网环境下生产与服务系统运营的在线调度难题,以提高调度系统的科学性、智能性、实时性为目标,以在线"异常感知、趋势分析、在线重调度决策"分析与在线"重调度方案"的实时生成为突破口,融合运筹学、知识工程与人工智能等学科理论,重点研究物联网环境下生产与服务调度系统的情景实时分析,提出数据驱动的异常感知方法和基于"情景—焦点"的趋势分析与决策方法,建立数据驱动的"情景—焦点"在线智能调度决策方法,实现物联网环境下"情景分析—智能建模—在线求解"这一基于数据流的在线智能调度优化决策过程,并针对成品油配送管理过程开展应用研究。本项成果为物联网环境下具有动态连续变化特征的生产与服务调度系统提供新的决策方法,提高了调度方案的实时性、科学性、智能性、动态适应性和易用性,为求解物联网环境下复杂的调度决策问题提供新思路。"
"新时代马克思主义政治经济学发展研究——评《马克思主义政治经济学在当代中国的新发展》","特木钦","2020-08-05","","<正>马克思主义政治经济学在中国化和本土化的历程上克服了一次又一次的社会经济发展难关。在新时代背景下,我国特色社会主义事业的建设与发展将继续坚持党的正确领导,坚持马克思主义政治经济学的理论与实践发展路径,用中国特色社会主义政治经济学新的成果和经验推动新时代的科学建设与发展。由邱海平编著的《马克思主义政治经济学在当代中国的新发展》一书是我国新时代背景下治国理政新理念、新思想和新战略研究的优秀成果。该书在马克思主义政治经济学理论框架与实践体系的基"
"疫情冲击下的经济增长与全面小康经济社会目标","刘伟","2020-08-05","全面小康;, 经济增长;, 疫情冲击;","在疫情的严重冲击下,2020年中国的经济增长面临前所未有的困难,2020年中国经济增长能达到怎样的速度?这种速度能否支持经济社会发展目标和经济稳健运行的要求?2020年《政府工作报告》不设定具体经济增长速度目标是否可以说不要保障一定的经济增速?中国经济是否能够承受疫情冲击,进而在2020年实现全面小康经济社会发展目标,打赢脱贫攻坚战?这些问题是本文所要讨论的。"
"数字农业运营管理：关键问题、理论方法与示范工程","阮俊虎1 刘天军1 冯晓春1 乔志伟2 霍学喜1 朱玉春1 胡祥培3","2020-08-05","数字农业;, 运营管理;, 关键问题;, 理论方法;, 示范工程;","正在发生的以万物为连接主体的物联网革命给整个世界带来的影响会远远超过以计算机和手机为连接主体的传统互联网和移动网络带来的影响,为我国赶超发达国家进而引领正在发生的数字经济提供了巨大机遇。自2015年受国家自然科学基金"物联网环境下的管理理论与方法"重点项目群资助以来,我们团队在对数字农业运营管理基本特征进行界定的基础上,从基础建设、应用升级和成熟爆发3个阶段识别出数字农业运营管理面临的关键问题,形成由数字农业流程重组、数字农业产业融合、数字农业知识管理等构成的数字农业运营管理理论方法,与京东集团合作开展了京东农场示范工程建设项目,构建出数字农业创新商业模式与一体化技术解决方案,有利于促进我国现代农业从机械化电气化到数字化智能化的跨越和数字农业运营管理这一新兴领域中国学术话语体系的构建。"
"财政层级改革与税收征管激励重构——以财政“省直管县”改革为自然实验的研究","李广众1,2 贾凡胜3,4","2020-08-05","财政“省直管县”;, 财政收入缩水;, 税收征管;, 企业避税;","本文基于中国工业企业数据,以财政"省直管县"改革为自然实验,从企业避税的角度考察由财政层级改革带来的市级政府财政压力能否激励其加强税收征管。研究发现,经历财政"省直管县"改革后,市辖区域内企业的避税程度会显著降低,表明面临财政压力,政府会加强税收征管,进而抑制企业避税;这一结论在考虑了动态效应、安慰剂效应、倾向得分匹配+双重差分法(PSM+DID)、测量误差和子样本分析等一系列稳健性之后仍然成立。本文还发现:财政"省直管县"改革对企业避税的影响仅在市级政府拥有征管权限的企业中显著;市级政府土地财政能力会削弱财政"省直管县"改革对企业避税行为的影响。本文的研究丰富了政府财政层级改革及其影响的文献,对于如何重构政府税收征管激励、深化机构和行政体制改革以及提升国家治理能力具有借鉴意义。"
"全球价值链下的中国企业“产品锁定”破局——基于产品多样性视角的经验证据 附视频","吕越1,2 邓利静2","2020-08-05","全球价值链;, 产品多样性;, 产品锁定;, 制造业企业;, 产品转换;","本文基于2000～2009年《中国工业企业数据库》、《中国海关数据库》和《产品产量数据库》的高度细化微观企业数据,考察中国制造业企业嵌入全球价值链对企业产品多样性的影响效应。研究发现,首先,在样本期间,企业嵌入全球价值链将会显著降低企业产品多样性。其次,由市场竞争引致的挤出效应以及吸收能力不足可能是导致这一效应的内在机制。再次,从企业动态来说,全球价值链的产品范围抑制效应主要出现在新进入企业、持续存在企业以及持续存在产品中;从地区来说,企业嵌入全球价值链显著降低企业产品多样性的现象在东部地区尤为突出;从所有制类型来说,外资企业嵌入全球价值链后的负面产品范围效应更为突出。最后,我们以产品转换为切入点,进一步分析了中国企业内部产品层面的资源配置效应,发现当前中国企业的产品转换频率仍有待提升,且产品转换更多发生在大规模企业、高生产率企业和出口企业样本中。本研究在一定程度上为传统发展模式中可能存在的"产品锁定"提供了突破路径——即通过提高企业的市场竞争力和吸收能力、积极主动融入全球价值链分工、优化引资质量和结构等途径,助力实现制造业产品多样性升级。"
"工业互联网之价值共创模式","马永开 李仕明 潘景铭","2020-08-05","物联网应用;, 工业互联网;, 价值共创;, 价值共创模式;","不同于消费互联网,作为物联网应用的主场,工业互联网的发展还处于初级阶段。除行业知识多样性和企业数字化水平差异大外,还有一个重要原因是缺乏成功的价值共创模式。本文在对50多个国内外企业的工业互联网探索实践进行深入调查/调研,以及价值共创理论进行梳理和分析基础上,剖析工业互联网发展进程与价值过程,研究工业互联网的价值共创模式构建方法 ,提出工业互联网的"三联"价值共创模式,进而丰富价值共创理论。"
"预算软约束、宏观杠杆率与全要素生产率","孟宪春1 张屹山1 张鹤2 冯叶3","2020-08-05","预算软约束;, 宏观杠杆率;, 全要素生产率;, DSGE;","本文针对我国部分企业存在预算约束和生产效率差异的现实背景,基于抵押约束机制构建了包含异质性企业的动态随机一般均衡模型,在此基础上对我国当前实施的宏观政策作用机理和有效性进行仿真模拟研究。研究发现:第一,预算软约束下的抵押约束机制会在异质性企业间产生非对称"金融加速器"效应,造成信贷资源和生产要素错配、宏观杠杆率高企和全要素生产率下降,但预算软约束企业吸纳了经济体闲散劳动力,降低就业波动;第二,信贷政策具有结构调整功能,可以提高全要素生产率,但对宏观杠杆率的调控效果不明显,对贷款价值比进行动态监管的宏观审慎政策短期内虽然能够起到降杠杆的作用,但以牺牲全要素生产率为代价,由于未能削弱预算软约束的影响,长期不具有"去杠杆"效应;第三,深入供给侧结构性改革,逐渐消除预算软约束问题,能够实现显著降低宏观杠杆率和提升全要素生产率的政策目标,并产生福利增益,但在企业改革过程中须做好人才结构的转型与匹配,避免劳动力市场出现失业率大幅上升的现象。"
"并购整合中身份凸显性转化以及对离职意愿的影响：多案例研究","颜士梅 张钢","2020-08-05","角色身份凸显性;, 群体身份凸显性;, 离职意愿;, 并购整合;","本研究将社会身份理论与身份理论相结合,从身份凸显性视角,运用多案例研究方法,揭示了并购整合中身份凸显性转化的内在机理以及对离职意愿的影响。研究发现,并购整合中,员工角色身份凸显性能够转化为群体身份凸显性,群体相对剥夺感在该转化过程中发挥着催化剂的作用,该转化会导致群体离职或者群体离职意愿,该过程实质上是将个体态度/行为聚合为群体态度/行为的过程;员工群体身份凸显性也能够转化为角色身份凸显性,个体公平感在该转化过程中扮演着发酵母的角色,该转化会抑制甚至消除个体离职意愿,该过程实质上是将群体态度/行为离散为个体态度/行为的过程。"
"去杠杆，究竟谁更积极与稳妥？","周茜 许晓芳 陆正飞","2020-08-05","去杠杆方式;, 过度负债;, 成长性;, 公司治理;","自2015年中央经济工作会议明确提出去杠杆要求以来,"去杠杆"被列为我国现阶段重要经济工作之一,积极稳妥降低企业杠杆率是降低我国总杠杆率、防范化解重大风险的关键环节。本文以我国A股非金融类上市公司为研究对象,实证检验了企业去杠杆方式的选择及其影响因素。研究发现,过度负债程度越高和成长性越好的企业,均会越多地选择更为"积极"的"增权"方式,而非更为"不积极"的"减债"方式去杠杆;公司治理水平越低的公司,则会越多地选择更为"不稳妥"的"其他增权"和"减短债"方式,而非更为"稳妥"的"增本+留利"与"减长债"方式去杠杆。本文的研究丰富和发展了去杠杆方式选择及其影响因素方面的文献,也为我国企业去杠杆工作的推进和去杠杆效果评价的优化提供了经验证据和政策参考。"
"客户年报语调具有供应链传染效应吗？——企业现金持有的视角","底璐璐1 罗勇根2,3 江伟4 陈灿5","2020-08-05","年报语调;, 现金持有;, 供应链传染;, 文本分析;","利用我国供应商企业前五名上市客户及其管理层语调的文本数据,本文考察了跨企业关系情形下客户年报语调对供应商企业现金持有决策的影响。研究结果发现,客户的年报语调越消极,供应商企业则会持有更多的现金,表明客户年报净负面语调在供应链上存在传染效应。进一步的研究发现,非国有性质、相对议价能力较低的供应商企业现金持有与客户年报净负面语调的正相关关系分别显著强于国有性质、相对议价能力较高的供应商企业。此外,当客户融资融券程度较高时,客户年报净负面语调对供应商企业现金持有的正向影响会有所增强。本文的研究不仅在考察跨企业情形下企业现金持有的影响因素以及客户文本信息的经济后果两个方面弥补了国内外现有研究的不足,而且对于企业如何进行现金持有决策提供了一定的经验证据与参考,这对于管理供应链相关风险,推动我国企业的供应链整合进而提升我国企业的全球竞争力具有重要的启示意义。"
"多个大股东并存对高管机会主义减持的影响研究","罗宏 黄婉","2020-08-05","高管减持;, 多个大股东;, 公司治理;","高管减持因时常伴有机会主义动机,一直备受关注。本文以2007～2017年间沪深A股上市公司高管减持为研究对象,实证检验多个大股东并存对高管机会主义减持的公司治理效应。研究发现,多个大股东的存在能够有效抑制高管的机会主义减持行为,在区分董事、监事、高级管理人员减持以及高管本人和其亲属减持后,该抑制作用仍然显著存在。本文还发现多个大股东的监督作用在其他大股东持股比例更高、人数更多、存在机构股东及国有股东时,以及在非国有企业中更明显。机制检验表明,多个大股东通过改善公司信息环境,缩小了高管利用私有信息减持套利的空间,从而抑制高管的机会主义减持行为。进一步研究发现,多个大股东并存还能显著降低高管减持的获利能力。本文的研究结论不仅为多个大股东并存的公司治理效应提供了直接的经验证据,也对如何约束内部人交易从而促进资本市场健康平稳发展具有重要启示。"
"物联网环境下的企业组织结构变革","胡斌 王莉丽","2020-08-05","物联网;, 组织结构;, 追溯;, 平台;, 供应链;","物联网技术的进步,将改变企业传统的生产经营方式,引起企业组织结构的变革,为了探讨适应物联网技术特性的企业组织结构,本文介绍了物联网系统3层架构的特点,分析了物联网系统的追溯技术和平台技术的特性,阐述了企业受追溯性和平台性综合作用而产生的两类组织结构的机理,即点—线延伸结构和点—网辐射结构。以物联网典型应用行业的现代制造企业和现代物流企业为例,分析了企业两类组织结构的演变机理,研究揭示,随着物联网追溯能力、平台能力和计算服务能力的提高,物联网环境下企业组织结构变革的过程为:核心企业先由底层技术变革驱动顶层组织架构变革,再由核心企业驱动边缘企业,边缘企业完成由底层向顶层的变革,最终形成从早期点—线延伸结构向后期点—网辐射结构演变的过程。"
"我国金融机构系统性风险度量与外溢效应研究","宫晓莉 熊熊 张维","2020-08-05","系统性风险;, 信息溢出网络;, 条件风险价值;, 边际期望损失;, 风险外溢因子;","为研究系统性风险在金融系统内的传染情况,本文首先根据金融机构间相互关联的信息溢出效应,采用方差分解网络方法对我国上市金融机构建立信息溢出网络,甄别出金融网络风险传染中的系统重要性金融机构。考虑到金融资产收益率的随机波动特性,以及金融变量间的动态相关性,计算了我国金融系统性风险测度指标条件风险价值和边际期望损失,以研究金融系统的风险溢出效应以及时变特征。并从宏观经济层面(同业拆借利率和通胀率水平)、公司层面(杠杆水平和盈利能力)以及网络关联程度层面考察了系统性风险外溢因子的驱动因素。进而,采用机器学习方法考察风险外溢因子驱动因素对系统性风险的预警程度,并使用Logit模型对系统性危机状况进行预警。实证研究采用包括银行、证券、保险和信托公司的上市金融机构市场数据展开,发现股份制商业银行在金融风险传染中的影响力要大于国有商业银行,大型国有商业银行在系统性风险上升时期反而会起到稳定器的作用。我国银行业和非银行业与整体金融系统的违约风险相关性较高,非银行机构对其他金融机构的风险溢出效应强于银行业,系统性风险具有明显的周期性。对系统性风险驱动因素进行分析发现,通货膨胀水平和债务杠杆水平会明显地助长..."
"诚聘英才|中山大学管理学院教师/专职研究人员","","2020-08-05","","<正>招聘学科领域:中山大学管理学院"战略与创业创新"科研团队本团队由一批来自海内外的知名学者以及具有国际教育背景和良好学术潜力的中青年教师团队组成。以长江学者李新春教授为团队负责人,李新春教授是我国在战略与创业以及家族企业管理研究领域的领军人物之一,1999年即创建了中国家族企业研究中心。管理学院特聘教授陆亚东、Oded Shenkar、Garry Bruton教授等是在战略管理、国际商务和创业领域的国际顶尖学者,有着广泛的学术影响力。年轻学者如张书军教授、朱沆教授、李炜文教授、秦昕教授、陈斌副教授等在团队研究"
"“一带一路”建设时代背景下的国际文化交流和经济合作研究——评《“一带一路”国际文化交流与经济发展》","杜晓明","2020-07-05","","<正>"一带一路"建设是我国在新的历史条件下实行全方位对外开放的重大举措、推行互利共赢的重要平台。在此大环境下,要以更加开放的心态深化和拓展中外新型的合作关系,形成多层次和多形式的文化与经济交流格局。积极开展对外文化交流与经济合作,可以有效帮助我国经济进行转型、升级与发展,也可以助推我国新时期文化与经济发展。为此,由张耀一和李晨合著的《"一带一路"国际文化交流与经济发展》一书,对中外国际文化交流和经济合作研究,具有重要的"
"移动端应用软件图标的触觉心象对消费者偏好的影响研究","费显政 肖登洋","2020-07-05","移动应用图标;, 触觉心象;, 感官营销;","目前,移动端应用软件(APP)市场蓬勃发展。本文探讨了APP图标的视觉元素之一——尖锐vs.圆润对消费者偏好的作用。通过二手数据分析和两项实验研究,本文发现:在触屏媒介上,APP图标的尖锐(vs.圆润)特征对消费者偏好存在一个负向的主效应,即尖锐(vs.圆润)特征会降低消费者对APP的偏好。这是因为,图标的尖锐特征通过触觉心象引发了消费者的感知威胁。即使消费者在不同智能终端对不同类型APP图标的实际触摸感没有明显差别,或者不直接触摸APP图标,此效应依然存在。上述效应仅在消费者处于预防导向时显著,而当消费者处于促进导向时,该效应会减弱甚至消失。本文扩展了不同感官(视觉、触觉)之间的交互作用研究,也为现实中的APP开发者提供了图标设计的实践建议。"
"面向未来的实验经济学：文献述评与前景展望","包特1 王国成2,3 戴芸4","2020-07-05","实验经济学;, 实验室实验;, 实地实验;, 随机控制实验;, 实验方法应用;","实验经济学源起于20世纪50年代,经历了半个多世纪的艰辛探索、曲折发展现已成长为经济学及管理学领域颇具旺盛生命力的前沿分支。本文简要回顾实验经济学的发展历程,梳理其在方法论、实验设计、数据处理和应用方面的演变及趋势,探析内在推动因素和外部影响条件。在21世纪20年代开启之际,更加关注实验经济学近些年的学科进展及厘清实地实验和随机控制实验等新兴分支相关文献的脉络,有助于将其更好地应用于中国新时代背景下的脱贫攻坚、新经济等领域,预示着极具诱惑力的发展前景。"
"新时代全面深化经济体制改革的纲领性文件","马建堂","2020-07-05","产权;, 要素;, 价格;, 竞争;, 企业;","2020年5月18日,《中共中央国务院关于新时代加快完善社会主义市场经济体制的意见》正式发布,对新时代加快完善社会主义市场经济体制的目标、方向、任务和举措进行了系统设计,是新时代构建更加系统完备、更加成熟定型的高水平社会主义市场经济体制的纲领性文件,特别是实现"产权有效激励、要素自由流动、价格反应灵活、竞争公平有序、企业优胜劣汰"的30字方针要求,是新时代全面深化经济体制改革的行动指南。落实上述方针要求,重点在于全面完善产权制度、形成统一开放的要素市场、进一步深化生产要素价格改革、强化以公平公正为目的的政府市场监管、为经营不善企业的退出开辟简便快捷通道。"
"中国经济的减速与分化：周期性波动还是结构性矛盾？ 附视频","杨红丽1 刘志阔2,3 陈钊4","2020-07-05","经济减速;, 增长分化;, 产业链位置;, 周期性波动;, 结构性矛盾;","自2008年全球金融危机以来,中国经济增长的减速伴随着明显的分化特征:能矿行业以及西北和东北省份的增长下滑尤为严重。本研究证明了,行业所处产业链位置在不同行业以及不同地区的差异是导致上述增长分化的重要原因。一方面,沿承国际文献对于上游行业亲周期性的理论判断,本文发现外贸冲击在短期内会对上游行业造成更大的影响;另一方面,本文还发现中国的国有企业主要分布于产业链上游,所有制偏向的结构性因素会进一步放大上游行业的亲周期特征并对增长造成更为长期的不利影响。本文证实了中国经济新常态下的减速是外部周期性因素与内部结构性矛盾的叠加,且后者具有更为长期的影响,这为政府从微观层面制定结构性的宏观稳定政策提供了可操作的政策建议。"
"结构转换、全要素生产率与高质量发展","刘志彪 凌永辉","2020-07-05","经济增长;, 结构转换;, 全要素生产率;, 高质量发展;","中国经济正处在由高速增长转向高质量发展的关键阶段,加速结构转换是否有利于提升全要素生产率?这已成为当前必须高度重视和亟待解决的重大现实问题。本文利用全球169个国家经济增长的面板数据,对结构转换怎样影响全要素生产率这一问题进行实证研究。主要结论是:(1)结构转换对全要素生产率的影响效应呈现"倒U"型。当结构转换度位于拐点值左侧时,结构转换有利于加速产业结构软化,进而对全要素生产率表现出促进效应;当结构转换度位于拐点值右侧时,结构转换则会引发产业空心化,从而对全要素生产率表现出抑制效应。(2)中国改革开放以来的结构转换已从适应性调整阶段转向战略性调整阶段,产业结构的服务化趋势愈加明显,但结构转换度总体上尚处在"倒U"曲线拐点值的左侧,结构转换对全要素生产率的影响表现为促进效应。(3)提升全要素生产率是实现高质量发展的核心源泉,因此,中国当前阶段追求高质量发展,应适当降低增长速度预期,更加注重供给侧结构性改革,通过加速结构转换来促进全要素生产率提升。本文的研究发现为中国加快新旧动能接续转换、推进高质量发展提供了政策参考依据。"
"从务工到创业——农地流转与农村劳动力转移形式升级","杨子砚1,2 文峰3","2020-07-05","务工;, 创业;, 农地流转;, 农村劳动力转移;, 三阶段最小二乘法(3SLS);","鉴于现有文献不能清晰地识别农地流转与农村劳动力转移之间的因果关系,也未能对农村劳动力转移形式的升级过程进行充分地研究,本研究探讨了农户在农地经营决策与劳动力转移决策之间的逻辑次序,构建了"外出务工—农地流转—创业"的实证研究框架。本文依据2012～2014年中国家庭追踪调查(CFPS)数据,选取相应的工具变量,构建联立方程模型,以三阶段最小二乘法(3SLS)识别了外出务工对农地流转决策和农地流转对农户创业决策的影响。研究发现:外出务工使农户流转农地的概率提高了1.72个百分点;农地流转使农户创业概率提高了4.26个百分点;农户外出务工后,若选择流转农地,则其创业可能性在边际上比仅务工但不流转农地的农户高出76%;外出务工的工资性收入与农地租金的资产性收入都促进了农户创业,但资产性收入对创业的正向影响比工资性收入高5倍;早期的资产性收入对创业的促进作用比近期的资产性收入高出近3倍。实证结果说明,农地流转在农村劳动力转移的形式升级中起到了重要的促进作用,且该作用在低收入组农户中更具显著性。"
"劳动力外流背景下土地流转对农村集体行动能力的影响——基于社会生态系统（SES）框架的研究","苏毅清1,2 秦明1 王亚华1,2","2020-07-05","公共治理;, 集体行动;, 乡村振兴;, 土地流转;, 社会生态系统(SES)框架;","如何在劳动力持续外流的趋势下提升农村集体行动能力与改善农村公共治理,是我国实施乡村振兴战略面临的重大问题。运用社会生态系统(SES)框架,构建了劳动力外流情境下的农村社会生态系统框架,并利用该框架分析了土地流转对农村灌溉集体行动能力的影响。研究发现:(1)适度规模的土地流转能够提升农村集体行动能力,土地流转会通过在农村催生新的农民阶层和新的农民经济组织的方式,改善农村社会生态系统中行动者参与集体行动的条件,由此提升农村集体行动能力;(2)适度规模的土地流转对劳动力外流负向影响农村集体行动能力的过程具有显著的正向调节作用。通过探索诊断复杂农村社会生态系统的方法,相关结论可为我国实施乡村振兴战略、推进乡村治理现代化提供理论参考和政策启示。"
"组织绩效期望差距与异质机构投资者行为选择：双重委托代理视角","王垒1,2 曲晶3 赵忠超1 丁黎黎1,2","2020-07-05","异质机构投资者;, 绩效期望差距;, 双重代理问题;, 业绩反馈理论;, 专注型机构投资者;","基于企业行为理论和业绩反馈理论等,探讨了不同绩效期望差距情境下,异质机构投资者在双重代理问题中的治理行为变化。研究表明:相对于临时型机构投资者,当企业处于正向绩效期望差距情境时,专注型机构投资者倾向于选择"合谋"管理层而"监督"大股东的行为模式;而伴随绩效期望差距至负向差距,专注型机构投资者与管理层自利行为的"合谋"强度减弱,对大股东隧道行为的"监督"强度也减弱,进一步通过中介效应模型研究发现,在企业经营绩优组织情境下,专注型机构投资者促进了企业创新、减少了资产剥离,而在企业经营困境组织情境下,专注型机构投资者减少了企业创新、促进了资产剥离,进而影响了对双重代理问题的行为表现。此外,与民营企业相比,当企业处于经营绩优组织情境时,国有企业中专注型机构投资者"监督"大股东的动机更强;当企业处于经营困境组织情境时,国有企业中专注型机构投资者"合谋"管理层的动机也更强。本研究揭示了异质机构投资者在不同组织情境下的治理行为呈现出动态性、多元性、复杂性特点,总体存在"合谋"管理层、"监督"大股东的相机抉择情境,研究结论为全面理解机构投资者在代理问题中的治理行为模式提供新的视角。"
